phase	kind	file	line	target(old)	change	text	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	139	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include src/drivers/wifi/intel-ax211/intel-ax211-tx-ring.h 58 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	140	include/drivers/pci-intel-ax211.h	stale: path -> include/drivers/wifi/intel-ax211/pci-intel-ax211.h	p002 c-include src/drivers/wifi/intel-ax211/intel-ax211.c 1209 include/drivers/pci-intel-ax211.h drivers/pci-intel-ax211.h -> drivers/wifi/intel-ax211/pci-intel-ax211.h #include <drivers/pci-intel-ax211.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	141	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 c-include src/drivers/wifi/intel-ax211/intel-ax211.c 1210 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	142	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	p002 c-include src/kern/main.c 18 include/drivers/i915.h drivers/i915.h -> drivers/pci/pci-i915.h #include <drivers/i915.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	143	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	p002 c-include src/kern/platform/pc98.c 20 include/drivers/disklabel.h drivers/disklabel.h -> drivers/disklabel/disklabel.h #include <drivers/disklabel.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	144	include/drivers/hid/pc98-busmouse.h	stale: path -> include/drivers/platform/pc98/pc98-busmouse.h	p002 c-include src/kern/platform/pc98.c 22 include/drivers/hid/pc98-busmouse.h drivers/hid/pc98-busmouse.h -> drivers/platform/pc98/pc98-busmouse.h #include "drivers/hid/pc98-busmouse.h"	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	145	include/drivers/pc98-lgy98.h	stale: path -> include/drivers/platform/pc98/pc98-lgy98.h	p002 c-include src/kern/platform/pc98.c 25 include/drivers/pc98-lgy98.h drivers/pc98-lgy98.h -> drivers/platform/pc98/pc98-lgy98.h #include "drivers/pc98-lgy98.h"	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	146	include/drivers/graphics/pc98.h	stale: path -> include/drivers/platform/pc98/graphics/pc98.h	p002 c-include src/kern/platform/pc98.c 28 include/drivers/graphics/pc98.h drivers/graphics/pc98.h -> drivers/platform/pc98/graphics/pc98.h #include "drivers/graphics/pc98.h"	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	147	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	p002 c-include src/kern/platform/pcat.c 21 include/drivers/disklabel.h drivers/disklabel.h -> drivers/disklabel/disklabel.h #include <drivers/disklabel.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	148	include/drivers/pcat-ide.h	stale: path -> include/drivers/platform/pcat/pcat-ide.h	p002 c-include src/kern/platform/pcat.c 22 include/drivers/pcat-ide.h drivers/pcat-ide.h -> drivers/platform/pcat/pcat-ide.h #include "drivers/pcat-ide.h"	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	149	include/drivers/pci-pcat.h	stale: path -> include/drivers/pci/pci-pcat.h	p002 c-include src/kern/platform/pcat.c 23 include/drivers/pci-pcat.h drivers/pci-pcat.h -> drivers/pci/pci-pcat.h #include "drivers/pci-pcat.h"	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	150	include/drivers/hid/ps2-8042.h	stale: path -> include/drivers/platform/pcat/ps2-8042.h	p002 c-include src/kern/platform/pcat.c 24 include/drivers/hid/ps2-8042.h drivers/hid/ps2-8042.h -> drivers/platform/pcat/ps2-8042.h #include "drivers/hid/ps2-8042.h"	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	151	include/drivers/pci-uhci.h	stale: path -> include/drivers/pci/pci-uhci.h	p002 c-include src/kern/platform/pcat.c 26 include/drivers/pci-uhci.h drivers/pci-uhci.h -> drivers/pci/pci-uhci.h #include "drivers/pci-uhci.h"	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	152	include/drivers/pci-ehci.h	stale: path -> include/drivers/pci/pci-ehci.h	p002 c-include src/kern/platform/pcat.c 29 include/drivers/pci-ehci.h drivers/pci-ehci.h -> drivers/pci/pci-ehci.h #include "drivers/pci-ehci.h"	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	153	include/drivers/pci-xhci.h	stale: path -> include/drivers/pci/pci-xhci.h	p002 c-include src/kern/platform/pcat.c 32 include/drivers/pci-xhci.h drivers/pci-xhci.h -> drivers/pci/pci-xhci.h #include "drivers/pci-xhci.h"	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	154	include/drivers/pci-nvme.h	stale: path -> include/drivers/pci/pci-nvme.h	p002 c-include src/kern/platform/pcat.c 35 include/drivers/pci-nvme.h drivers/pci-nvme.h -> drivers/pci/pci-nvme.h #include <drivers/pci-nvme.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	155	include/drivers/pci-intel-ax211.h	stale: path -> include/drivers/wifi/intel-ax211/pci-intel-ax211.h	p002 c-include src/kern/platform/pcat.c 38 include/drivers/pci-intel-ax211.h drivers/pci-intel-ax211.h -> drivers/wifi/intel-ax211/pci-intel-ax211.h #include <drivers/pci-intel-ax211.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	156	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	p002 c-include src/kern/platform/pcat.c 41 include/drivers/venus.h drivers/venus.h -> drivers/pci/pci-venus.h #include <drivers/venus.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	157	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	p002 c-include src/kern/platform/pcat.c 44 include/drivers/i915.h drivers/i915.h -> drivers/pci/pci-i915.h #include <drivers/i915.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	158	include/drivers/usb-storage.h	stale: path -> include/drivers/usb/usb-storage.h	p002 c-include src/kern/platform/pcat.c 47 include/drivers/usb-storage.h drivers/usb-storage.h -> drivers/usb/usb-storage.h #include "drivers/usb-storage.h"	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	159	include/drivers/usb-uas.h	stale: path -> include/drivers/usb/usb-uas.h	p002 c-include src/kern/platform/pcat.c 48 include/drivers/usb-uas.h drivers/usb-uas.h -> drivers/usb/usb-uas.h #include <drivers/usb-uas.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	160	include/drivers/usb-cdc-ncm.h	stale: path -> include/drivers/usb/usb-cdc-ncm.h	p002 c-include src/kern/platform/pcat.c 51 include/drivers/usb-cdc-ncm.h drivers/usb-cdc-ncm.h -> drivers/usb/usb-cdc-ncm.h #include <drivers/usb-cdc-ncm.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	161	include/drivers/usb-cdc-ecm.h	stale: path -> include/drivers/usb/usb-cdc-ecm.h	p002 c-include src/kern/platform/pcat.c 54 include/drivers/usb-cdc-ecm.h drivers/usb-cdc-ecm.h -> drivers/usb/usb-cdc-ecm.h #include <drivers/usb-cdc-ecm.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	162	include/drivers/usb-hid.h	stale: path -> include/drivers/usb/usb-hid.h	p002 c-include src/kern/platform/pcat.c 57 include/drivers/usb-hid.h drivers/usb-hid.h -> drivers/usb/usb-hid.h #include <drivers/usb-hid.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	163	include/drivers/usb-rtl8822bu.h	stale: path -> include/drivers/usb/usb-rtl8822bu.h	p002 c-include src/kern/platform/pcat.c 60 include/drivers/usb-rtl8822bu.h drivers/usb-rtl8822bu.h -> drivers/usb/usb-rtl8822bu.h #include <drivers/usb-rtl8822bu.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	164	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 c-include src/kern/platform/pcat.c 62 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	165	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	p002 c-include src/kern/platform/pcat.c 63 include/drivers/usb.h drivers/usb.h -> drivers/usb/usb.h #include <drivers/usb.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	166	include/drivers/pcat-ne2000.h	stale: path -> include/drivers/isa/pcat-ne2000.h	p002 c-include src/kern/platform/pcat.c 65 include/drivers/pcat-ne2000.h drivers/pcat-ne2000.h -> drivers/isa/pcat-ne2000.h #include "drivers/pcat-ne2000.h"	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	167	include/drivers/graphics/pcat.h	stale: path -> include/drivers/platform/pcat/graphics/pcat.h	p002 c-include src/kern/platform/pcat.c 68 include/drivers/graphics/pcat.h drivers/graphics/pcat.h -> drivers/platform/pcat/graphics/pcat.h #include "drivers/graphics/pcat.h"	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	168	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	p002 c-include src/kern/platform/rpi4.c 17 include/drivers/disklabel.h drivers/disklabel.h -> drivers/disklabel/disklabel.h #include <drivers/disklabel.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	169	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	p002 c-include src/kern/platform/sun4u.c 17 include/drivers/disklabel.h drivers/disklabel.h -> drivers/disklabel/disklabel.h #include <drivers/disklabel.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	170	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	p002 c-include src/kern/platform/x68k.c 18 include/drivers/disklabel.h drivers/disklabel.h -> drivers/disklabel/disklabel.h #include <drivers/disklabel.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	171	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	p002 docs AGENTS.md 386 include/drivers/i915.h path - `include/drivers/i915.h`: `drv_i915_pci_driver_register()` のみ公開。	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	172	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 plan-tests plan/ws014/tests/run-venus-remote.py 37 include/drivers/gpu.h path 'plan/ws014/tests/config-wayland-amd64.mk', 'include/drivers/gpu.h', 'include/drivers/venus.h',	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	172	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	p002 plan-tests plan/ws014/tests/run-venus-remote.py 37 include/drivers/gpu.h path 'plan/ws014/tests/config-wayland-amd64.mk', 'include/drivers/gpu.h', 'include/drivers/venus.h',	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	173	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	p002 plan-tests plan/ws014/tests/run-venus-remote.py 37 include/drivers/venus.h path 'plan/ws014/tests/config-wayland-amd64.mk', 'include/drivers/gpu.h', 'include/drivers/venus.h',	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	173	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 plan-tests plan/ws014/tests/run-venus-remote.py 37 include/drivers/venus.h path 'plan/ws014/tests/config-wayland-amd64.mk', 'include/drivers/gpu.h', 'include/drivers/venus.h',	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	174	include/drivers/gpu-fence.h	stale: path -> include/drivers/gpu/gpu-fence.h	p002 plan-tests plan/ws014/tests/run-venus-remote.py 39 include/drivers/gpu-fence.h path 'include/drivers/gpu-fence.h', 'src/drivers/gpu/gpu-fence.c', 'include/uapi/gpu-fence.h',	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	175	include/drivers/gpu-scanout.h	stale: path -> include/drivers/gpu/gpu-scanout.h	p002 plan-tests plan/ws014/tests/run-venus-remote.py 40 include/drivers/gpu-scanout.h path 'include/uapi/gpu-scanout.h', 'include/drivers/gpu-scanout.h',	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	176	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	p002 plan-tests plan/ws014/tests/run-venus-remote.py 53 include/drivers/gpu-display.h path 'include/drivers/gpu-display.h', 'include/uapi/gpu-display.h',	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	177	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 plan-tests plan/ws014/tests/run-venus-remote.py 54 include/drivers/pci.h path 'include/drivers/pci.h', 'src/drivers/pci/pci-pcat.c',	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	178	include/drivers/gpu-fence.h	stale: path -> include/drivers/gpu/gpu-fence.h	p002 plan-tests plan/ws014/tests/run-venus-remote.py 96 include/drivers/gpu-fence.h path 'include/drivers/gpu-fence.h', 'src/drivers/gpu/gpu-fence.c',	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	179	include/drivers/gpu-scanout.h	stale: path -> include/drivers/gpu/gpu-scanout.h	p002 plan-tests plan/ws014/tests/run-venus-remote.py 98 include/drivers/gpu-scanout.h path 'include/drivers/gpu-scanout.h',	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	180	include/drivers/gpu-share.h	stale: path -> include/drivers/gpu/gpu-share.h	p002 plan-tests plan/ws014/tests/run-venus-remote.py 105 include/drivers/gpu-share.h path 'include/drivers/gpu-share.h', 'libc/include/errno.h', 'libc/include/stddef.h', 'libc/string.c',	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	181	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	p002 plan-tests plan/ws025/tests/run-usb-reserve-host.py 20 include/drivers/usb.h path (out/'source.json').write_text(json.dumps({p:hashlib.sha256((repo/p).read_bytes()).hexdigest() for p in ('src/drivers/usb/usb.c','src/drivers/pci/pci-xhci.c','src/drivers/usb/usb-storage.c','include/drivers/usb.h'	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	182	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	p002 plan-tests plan/ws029/tests/retired/run-i915-remote.py 37 include/drivers/i915.h path 'source_files': ['include/drivers/i915.h'],	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	183	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 plan-tests plan/ws030/tests/run-pci-device-cache-test.py 41 include/drivers/pci.h path paths = [*sources, "include/drivers/pci.h", "include/kern/pmem.h", "include/hal/hal.h",	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	191	include/drivers/graphics/	stale: path -> 	p002 plan-tests plan/ws035/tests/refactor-refs.py 372 include/drivers/ path "include/drivers": "p002", "include/drivers/graphics": "p002",	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	192	include/drivers/graphics/	stale: path -> 	p002 plan-tests plan/ws035/tests/refactor-refs.py 372 include/drivers/graphics/ path "include/drivers": "p002", "include/drivers/graphics": "p002",	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	193	include/drivers/hid/	stale: path -> 	p002 plan-tests plan/ws035/tests/refactor-refs.py 373 include/drivers/hid/ path "include/drivers/hid": "p002",	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	196	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 plan-tests/include plan/ws003/tests/dma-allocation-lock-test.c 6 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	197	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	p002 plan-tests/include plan/ws003/tests/usb-hcd-unregister-test.c 6 include/drivers/usb.h drivers/usb.h -> drivers/usb/usb.h #include <drivers/usb.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	198	include/drivers/usb-storage-bot.h	stale: path -> include/drivers/usb/usb-storage-bot.h	p002 plan-tests/include plan/ws003/tests/usb-storage-flush-test.c 2 include/drivers/usb-storage-bot.h drivers/usb-storage-bot.h -> drivers/usb/usb-storage-bot.h #include <drivers/usb-storage-bot.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	199	include/drivers/usb-storage-scsi.h	stale: path -> include/drivers/usb/usb-storage-scsi.h	p002 plan-tests/include plan/ws003/tests/usb-storage-flush-test.c 3 include/drivers/usb-storage-scsi.h drivers/usb-storage-scsi.h -> drivers/usb/usb-storage-scsi.h #include <drivers/usb-storage-scsi.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	200	include/drivers/pci-xhci-lifecycle.h	stale: path -> include/drivers/pci/pci-xhci-lifecycle.h	p002 plan-tests/include plan/ws003/tests/xhci-cancel-command-test.c 6 include/drivers/pci-xhci-lifecycle.h drivers/pci-xhci-lifecycle.h -> drivers/pci/pci-xhci-lifecycle.h #include <drivers/pci-xhci-lifecycle.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	201	include/drivers/pci-xhci-capability.h	stale: path -> include/drivers/pci/pci-xhci-capability.h	p002 plan-tests/include plan/ws003/tests/xhci-capability-mmio-test.c 6 include/drivers/pci-xhci-capability.h drivers/pci-xhci-capability.h -> drivers/pci/pci-xhci-capability.h #include <drivers/pci-xhci-capability.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	202	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 plan-tests/include plan/ws003/tests/xhci-capability-mmio-test.c 7 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	203	include/drivers/pci-xhci-control.h	stale: path -> include/drivers/pci/pci-xhci-control.h	p002 plan-tests/include plan/ws003/tests/xhci-control-ep0-reset-test.c 6 include/drivers/pci-xhci-control.h drivers/pci-xhci-control.h -> drivers/pci/pci-xhci-control.h #include <drivers/pci-xhci-control.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	204	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 plan-tests/include plan/ws004/tests/dma-constraints-test.c 1 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	205	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	p002 plan-tests/include plan/ws004/tests/gpt-host-test.c 6 include/drivers/disklabel.h drivers/disklabel.h -> drivers/disklabel/disklabel.h #include <drivers/disklabel.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	206	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 plan-tests/include plan/ws004/tests/intel-ax211-dma-test.c 7 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	207	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 plan-tests/include plan/ws004/tests/intel-ax211-pci-test.c 6 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	208	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 plan-tests/include plan/ws004/tests/intel-ax211-tx-ring-test.c 4 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	209	include/drivers/pci-nvme-protocol.h	stale: path -> include/drivers/pci/pci-nvme-protocol.h	p002 plan-tests/include plan/ws004/tests/nvme-admin-test.c 6 include/drivers/pci-nvme-protocol.h drivers/pci-nvme-protocol.h -> drivers/pci/pci-nvme-protocol.h #include <drivers/pci-nvme-protocol.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	210	include/drivers/pci-nvme-protocol.h	stale: path -> include/drivers/pci/pci-nvme-protocol.h	p002 plan-tests/include plan/ws004/tests/nvme-io-test.c 6 include/drivers/pci-nvme-protocol.h drivers/pci-nvme-protocol.h -> drivers/pci/pci-nvme-protocol.h #include <drivers/pci-nvme-protocol.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	211	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 plan-tests/include plan/ws004/tests/pci-msi-qemu.c 4 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	212	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 plan-tests/include plan/ws004/tests/pci-msi-test.c 1 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	213	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 plan-tests/include plan/ws004/tests/pci-rescan-test.c 1 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	214	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 plan-tests/include plan/ws004/tests/pci-shared-intx-test.c 4 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	215	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 plan-tests/include plan/ws004/tests/pcie-capability-test.c 1 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	216	include/drivers/usb-cdc-ncm.h	stale: path -> include/drivers/usb/usb-cdc-ncm.h	p002 plan-tests/include plan/ws004/tests/usb-cdc-ncm-wire-test.c 2 include/drivers/usb-cdc-ncm.h drivers/usb-cdc-ncm.h -> drivers/usb/usb-cdc-ncm.h #include <drivers/usb-cdc-ncm.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	217	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	p002 plan-tests/include plan/ws004/tests/usb-function-model-test.c 6 include/drivers/usb.h drivers/usb.h -> drivers/usb/usb.h #include <drivers/usb.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	218	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	p002 plan-tests/include plan/ws004/tests/usb-rtl8822bu-driver-test.c 6 include/drivers/usb.h drivers/usb.h -> drivers/usb/usb.h #include <drivers/usb.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	219	include/drivers/usb-storage-scsi.h	stale: path -> include/drivers/usb/usb-storage-scsi.h	p002 plan-tests/include plan/ws004/tests/usb-storage-scsi-test.c 2 include/drivers/usb-storage-scsi.h drivers/usb-storage-scsi.h -> drivers/usb/usb-storage-scsi.h #include <drivers/usb-storage-scsi.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	220	include/drivers/pci-xhci-lifecycle.h	stale: path -> include/drivers/pci/pci-xhci-lifecycle.h	p002 plan-tests/include plan/ws004/tests/xhci-concurrent-urbs-test.c 2 include/drivers/pci-xhci-lifecycle.h drivers/pci-xhci-lifecycle.h -> drivers/pci/pci-xhci-lifecycle.h #include <drivers/pci-xhci-lifecycle.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	221	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	p002 plan-tests/include plan/ws004/tests/xhci-concurrent-urbs-test.c 3 include/drivers/usb.h drivers/usb.h -> drivers/usb/usb.h #include <drivers/usb.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	222	include/drivers/pci-xhci-capability.h	stale: path -> include/drivers/pci/pci-xhci-capability.h	p002 plan-tests/include plan/ws004/tests/xhci-model-test.c 2 include/drivers/pci-xhci-capability.h drivers/pci-xhci-capability.h -> drivers/pci/pci-xhci-capability.h #include <drivers/pci-xhci-capability.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	223	include/drivers/pci-xhci-lifecycle.h	stale: path -> include/drivers/pci/pci-xhci-lifecycle.h	p002 plan-tests/include plan/ws004/tests/xhci-model-test.c 3 include/drivers/pci-xhci-lifecycle.h drivers/pci-xhci-lifecycle.h -> drivers/pci/pci-xhci-lifecycle.h #include <drivers/pci-xhci-lifecycle.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	224	include/drivers/pci-xhci-control.h	stale: path -> include/drivers/pci/pci-xhci-control.h	p002 plan-tests/include plan/ws004/tests/xhci-superspeed-interrupt-context-test.c 6 include/drivers/pci-xhci-control.h drivers/pci-xhci-control.h -> drivers/pci/pci-xhci-control.h #include <drivers/pci-xhci-control.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	225	include/drivers/hid/hid-report.h	stale: path -> include/drivers/usb/hid-report.h	p002 plan-tests/include plan/ws006/tests/hid-report-test.c 2 include/drivers/hid/hid-report.h drivers/hid/hid-report.h -> drivers/usb/hid-report.h #include "drivers/hid/hid-report.h"	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	226	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	p002 plan-tests/include plan/ws006/tests/usb-hid-driver-test.c 2 include/drivers/usb.h drivers/usb.h -> drivers/usb/usb.h #include <drivers/usb.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	227	include/drivers/pci-xhci-lifecycle.h	stale: path -> include/drivers/pci/pci-xhci-lifecycle.h	p002 plan-tests/include plan/ws006/tests/xhci-hid-hot-unplug-test.c 2 include/drivers/pci-xhci-lifecycle.h drivers/pci-xhci-lifecycle.h -> drivers/pci/pci-xhci-lifecycle.h #include <drivers/pci-xhci-lifecycle.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	228	include/drivers/gpu-fence.h	stale: path -> include/drivers/gpu/gpu-fence.h	p002 plan-tests/include plan/ws014/tests/gpu-fence-payload.c 12 include/drivers/gpu-fence.h drivers/gpu-fence.h -> drivers/gpu/gpu-fence.h #include <drivers/gpu-fence.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	229	include/drivers/gpu-fence.h	stale: path -> include/drivers/gpu/gpu-fence.h	p002 plan-tests/include plan/ws014/tests/gpu-fence.c 15 include/drivers/gpu-fence.h drivers/gpu-fence.h -> drivers/gpu/gpu-fence.h #include <drivers/gpu-fence.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	230	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 plan-tests/include plan/ws014/tests/gpu-framework.c 18 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
